Problem,status,CPU time,time,veriT result
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/atan/vega/3/905082/atan-vega-3-chunk-0063.smt2,sat,Unparsable output,0.0197536945,sat
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/atan/vega/3/904893/atan-vega-3-chunk-0069.smt2,unsat,Unparsable output,0.0219361782,unknown
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/atan/vega/3/905069/atan-vega-3-chunk-0276.smt2,sat,Unparsable output,0.0246767998,unknown
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/atan/vega/3/904844/atan-vega-3-chunk-0061.smt2,sat,Unparsable output,0.0180871487,unknown
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/atan/vega/3/904819/atan-vega-3-chunk-0590.smt2,sat,Unparsable output,0.0331521034,sat
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/atan/vega/3/904874/atan-vega-3-chunk-0213.smt2,sat,Unparsable output,0.0145053864,unknown
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/atan/vega/3/904692/atan-vega-3-chunk-0472.smt2,sat,Unparsable output,0.0196011066,unknown
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/atan/vega/3/904481/atan-vega-3-chunk-0295.smt2,sat,Unparsable output,0.0134103298,unknown
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/atan/vega/3/904870/atan-vega-3-chunk-0361.smt2,sat,Unparsable output,0.0298268795,sat
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/atan/vega/3/904725/atan-vega-3-chunk-0496.smt2,unsat,Unparsable output,0.0280990601,unknown
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/atan/vega/3/904800/atan-vega-3-chunk-0500.smt2,unsat,Unparsable output,0.0383646488,unknown
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/atan/vega/3/904507/atan-vega-3-chunk-0346.smt2,sat,Unparsable output,0.0360498428,unknown
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/atan/vega/3/904643/atan-vega-3-chunk-0214.smt2,unsat,Unparsable output,0.0215375423,unknown
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/atan/vega/3/904833/atan-vega-3-chunk-0467.smt2,sat,Unparsable output,0.0299313068,unknown
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/atan/vega/3/904825/atan-vega-3-chunk-0597.smt2,sat,Unparsable output,0.0343887806,unknown
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/atan/vega/3/904798/atan-vega-3-chunk-0251.smt2,sat,Unparsable output,0.0146508217,unknown
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/atan/vega/3/904637/atan-vega-3-chunk-0236.smt2,sat,Unparsable output,0.0214211941,unknown
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/atan/vega/3/904599/atan-vega-3-chunk-0560.smt2,unsat,Unparsable output,0.0292060375,unknown
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/atan/vega/3/904970/atan-vega-3-chunk-0135.smt2,sat,Unparsable output,0.0222637653,unknown
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/atan/vega/3/904934/atan-vega-3-chunk-0311.smt2,sat,Unparsable output,0.0160264969,sat
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/atan/vega/3/904512/atan-vega-3-chunk-0298.smt2,sat,Unparsable output,0.026386261,sat
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/atan/vega/3/905051/atan-vega-3-chunk-0260.smt2,sat,Unparsable output,0.025790453,unknown
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/atan/vega/3/904991/atan-vega-3-chunk-0506.smt2,unsat,Unparsable output,0.0174956322,unknown
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/atan/vega/3/904557/atan-vega-3-chunk-0140.smt2,unsat,Unparsable output,0.0193793774,unknown
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/atan/vega/3/904930/atan-vega-3-chunk-0424.smt2,sat,Unparsable output,0.0240991116,sat
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/atan/vega/3/904781/atan-vega-3-chunk-0634.smt2,unsat,Unparsable output,0.1081001759,unknown
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/atan/vega/3/904872/atan-vega-3-chunk-0549.smt2,sat,Unparsable output,0.0489411354,unknown
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/atan/vega/3/904635/atan-vega-3-chunk-0579.smt2,sat,Unparsable output,0.0367872715,unknown
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/atan/vega/3/904799/atan-vega-3-chunk-0510.smt2,unsat,Unparsable output,0.0177314281,unknown
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/atan/vega/3/904927/atan-vega-3-chunk-0115.smt2,unsat,Unparsable output,0.0301718712,unknown
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/atan/vega/3/904745/atan-vega-3-chunk-0473.smt2,sat,Unparsable output,0.049138546,unknown
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/atan/vega/3/904605/atan-vega-3-chunk-0507.smt2,unsat,Unparsable output,0.0331299305,unknown
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/atan/vega/3/904808/atan-vega-3-chunk-0116.smt2,sat,Unparsable output,0.0582082272,sat
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/atan/vega/3/904495/atan-vega-3-chunk-0297.smt2,unsat,Unparsable output,0.0222322941,unknown
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/atan/vega/3/904937/atan-vega-3-chunk-0376.smt2,sat,Unparsable output,0.0630867481,unknown
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/atan/vega/3/904772/atan-vega-3-chunk-0556.smt2,sat,Unparsable output,0.0583369732,sat
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/atan/vega/3/904897/atan-vega-3-chunk-0194.smt2,unsat,Unparsable output,0.0355131626,unknown
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/atan/vega/3/904480/atan-vega-3-chunk-0315.smt2,unsat,Unparsable output,0.0367805958,unknown
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/atan/vega/3/904617/atan-vega-3-chunk-0327.smt2,sat,Unparsable output,0.0260932446,unknown
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/atan/vega/3/904778/atan-vega-3-chunk-0059.smt2,unsat,Unparsable output,0.0243058205,unsat
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/atan/vega/3/905081/atan-vega-3-chunk-0618.smt2,sat,Unparsable output,0.0654063225,unknown
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/atan/vega/3/904748/atan-vega-3-chunk-0107.smt2,unsat,Unparsable output,0.0217943192,unknown
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/atan/vega/3/904671/atan-vega-3-chunk-0392.smt2,sat,Unparsable output,0.0207312107,unknown
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/atan/vega/3/905053/atan-vega-3-chunk-0164.smt2,sat,Unparsable output,0.029286623,sat
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/atan/vega/3/904933/atan-vega-3-chunk-0557.smt2,sat,Unparsable output,0.0260715485,unknown
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/atan/vega/3/904533/atan-vega-3-chunk-0509.smt2,sat,Unparsable output,0.0321333408,sat
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/atan/vega/3/904661/atan-vega-3-chunk-0565.smt2,unsat,Unparsable output,0.035577774,unknown
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/atan/vega/3/904740/atan-vega-3-chunk-0358.smt2,sat,Unparsable output,0.0308256149,unknown
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/atan/vega/3/904710/atan-vega-3-chunk-0335.smt2,sat,Unparsable output,0.0265758038,unknown
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/atan/vega/3/904812/atan-vega-3-chunk-0598.smt2,unsat,Unparsable output,0.0312540531,unknown
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/atan/vega/3/904574/atan-vega-3-chunk-0450.smt2,unsat,Unparsable output,0.0155966282,unknown
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/atan/vega/3/904871/atan-vega-3-chunk-0354.smt2,sat,Unparsable output,0.018611908,sat
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/atan/vega/3/904736/atan-vega-3-chunk-0378.smt2,unsat,Unparsable output,0.0335526466,unknown
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/atan/vega/3/904767/atan-vega-3-chunk-0481.smt2,sat,Unparsable output,0.0314280987,unknown
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/atan/vega/3/904789/atan-vega-3-chunk-0564.smt2,sat,Unparsable output,0.0368211269,unknown
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/atan/vega/3/904663/atan-vega-3-chunk-0157.smt2,sat,Unparsable output,0.0326259136,sat
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/atan/vega/3/904664/atan-vega-3-chunk-0505.smt2,sat,Unparsable output,0.0264589787,sat
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/atan/vega/3/904544/atan-vega-3-chunk-0133.smt2,sat,Unparsable output,0.0260722637,sat
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/atan/vega/3/904974/atan-vega-3-chunk-0617.smt2,sat,Unparsable output,0.1509251595,unknown
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/atan/vega/3/904976/atan-vega-3-chunk-0248.smt2,unsat,Unparsable output,0.0298850536,unknown
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/atan/vega/3/904479/atan-vega-3-chunk-0159.smt2,sat,Unparsable output,0.0257325172,unknown
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/atan/vega/3/904718/atan-vega-3-chunk-0234.smt2,sat,Unparsable output,0.0244829655,unknown
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/atan/vega/3/904540/atan-vega-3-chunk-0352.smt2,sat,Unparsable output,0.022739172,unknown
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/atan/vega/3/904761/atan-vega-3-chunk-0060.smt2,unsat,Unparsable output,0.01739645,unknown
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/atan/vega/3/904820/atan-vega-3-chunk-0380.smt2,unsat,Unparsable output,0.0698256493,unknown
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/atan/vega/3/904999/atan-vega-3-chunk-0287.smt2,sat,Unparsable output,0.0383617878,unknown
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/atan/vega/3/905042/atan-vega-3-chunk-0318.smt2,sat,Unparsable output,0.0187408924,sat
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/atan/vega/3/904497/atan-vega-3-chunk-0098.smt2,unsat,Unparsable output,0.020004034,unknown
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/atan/vega/3/904715/atan-vega-3-chunk-0181.smt2,sat,Unparsable output,0.0324747562,unknown
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/atan/vega/3/904721/atan-vega-3-chunk-0068.smt2,sat,Unparsable output,0.0303714275,unknown
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/atan/vega/3/905015/atan-vega-3-chunk-0517.smt2,sat,Unparsable output,0.0611217022,unknown
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/atan/vega/3/904956/atan-vega-3-chunk-0438.smt2,sat,Unparsable output,0.0274131298,unknown
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/atan/vega/3/904882/atan-vega-3-chunk-0203.smt2,unsat,Unparsable output,0.0221033096,unknown
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/atan/vega/3/905021/atan-vega-3-chunk-0514.smt2,sat,Unparsable output,0.0183293819,sat
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/atan/vega/3/904964/atan-vega-3-chunk-0259.smt2,sat,Unparsable output,0.0177073479,unknown
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/atan/vega/3/905033/atan-vega-3-chunk-0281.smt2,sat,Unparsable output,0.0170655251,unknown
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/atan/vega/3/904769/atan-vega-3-chunk-0111.smt2,unsat,Unparsable output,0.0199861526,unknown
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/atan/vega/3/904598/atan-vega-3-chunk-0109.smt2,sat,Unparsable output,0.0207374096,unknown
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/atan/vega/3/904627/atan-vega-3-chunk-0113.smt2,sat,Unparsable output,0.0220351219,unknown
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/atan/vega/3/904492/atan-vega-3-chunk-0304.smt2,sat,Unparsable output,0.0262970924,unknown
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/atan/vega/3/905048/atan-vega-3-chunk-0246.smt2,sat,Unparsable output,0.0142555237,unknown
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/atan/vega/3/905077/atan-vega-3-chunk-0503.smt2,sat,Unparsable output,0.0268542767,sat
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/atan/vega/3/905014/atan-vega-3-chunk-0067.smt2,unsat,Unparsable output,0.0315289497,unknown
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/atan/vega/3/904821/atan-vega-3-chunk-0419.smt2,unsat,Unparsable output,0.0325138569,unknown
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/atan/vega/3/904614/atan-vega-3-chunk-0250.smt2,unsat,Unparsable output,0.021099329,unsat
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/atan/vega/3/904638/atan-vega-3-chunk-0185.smt2,sat,Unparsable output,0.0277879238,unknown
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/atan/vega/3/904613/atan-vega-3-chunk-0100.smt2,sat,Unparsable output,0.0221171379,unknown
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/atan/vega/3/904829/atan-vega-3-chunk-0602.smt2,unsat,Unparsable output,0.0293824673,unknown
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/atan/vega/3/904520/atan-vega-3-chunk-0349.smt2,sat,Unparsable output,0.0266468525,unknown
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/atan/vega/3/904958/atan-vega-3-chunk-0522.smt2,unsat,Unparsable output,0.0245435238,unknown
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/atan/vega/3/904932/atan-vega-3-chunk-0055.smt2,unsat,Unparsable output,0.0196793079,unknown
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/atan/vega/3/904528/atan-vega-3-chunk-0486.smt2,unsat,Unparsable output,0.0210163593,unknown
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/atan/vega/3/904737/atan-vega-3-chunk-0196.smt2,sat,Unparsable output,0.0172479153,unknown
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/atan/vega/3/904591/atan-vega-3-chunk-0422.smt2,unsat,Unparsable output,0.0206911564,unknown
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/atan/vega/3/905037/atan-vega-3-chunk-0070.smt2,sat,Unparsable output,0.015007019,sat
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/atan/vega/3/904914/atan-vega-3-chunk-0217.smt2,sat,Unparsable output,0.0233466625,unknown
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/atan/vega/3/904896/atan-vega-3-chunk-0364.smt2,sat,Unparsable output,0.0217630863,unknown
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/atan/vega/3/904814/atan-vega-3-chunk-0638.smt2,unsat,Unparsable output,0.1025314331,unknown
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/atan/vega/3/904950/atan-vega-3-chunk-0624.smt2,sat,Unparsable output,0.0321538448,sat
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/atan/vega/3/904807/atan-vega-3-chunk-0444.smt2,unsat,Unparsable output,0.0552353859,unknown
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/atan/vega/3/905047/atan-vega-3-chunk-0119.smt2,sat,Unparsable output,0.0298001766,unknown
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/atan/vega/3/904516/atan-vega-3-chunk-0403.smt2,sat,Unparsable output,0.0203127861,sat
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/atan/vega/3/904787/atan-vega-3-chunk-0296.smt2,sat,Unparsable output,0.0170202255,unknown
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/atan/vega/3/904609/atan-vega-3-chunk-0183.smt2,sat,Unparsable output,0.0268883705,unknown
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/atan/vega/3/904660/atan-vega-3-chunk-0539.smt2,unsat,Unparsable output,0.0270926952,unknown
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/atan/vega/3/904493/atan-vega-3-chunk-0435.smt2,unsat,Unparsable output,0.0501799583,unknown
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/atan/vega/3/904670/atan-vega-3-chunk-0577.smt2,sat,Unparsable output,0.0210347176,sat
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/atan/vega/3/905006/atan-vega-3-chunk-0167.smt2,sat,Unparsable output,0.0218012333,unknown
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/atan/vega/3/904490/atan-vega-3-chunk-0397.smt2,sat,Unparsable output,0.0318591595,sat
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/atan/vega/3/904530/atan-vega-3-chunk-0087.smt2,unsat,Unparsable output,0.0282304287,unknown
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/atan/vega/3/904804/atan-vega-3-chunk-0548.smt2,sat,Unparsable output,0.0273740292,sat
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/atan/vega/3/904802/atan-vega-3-chunk-0083.smt2,sat,Unparsable output,0.0182189941,unknown
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/atan/vega/3/904568/atan-vega-3-chunk-0148.smt2,sat,Unparsable output,0.018381834,unknown
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/atan/vega/3/904703/atan-vega-3-chunk-0326.smt2,unsat,Unparsable output,0.0234453678,unknown
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/atan/vega/3/905003/atan-vega-3-chunk-0308.smt2,sat,Unparsable output,0.0156824589,unknown
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/atan/vega/3/904695/atan-vega-3-chunk-0616.smt2,sat,Unparsable output,0.0475878716,unknown
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/atan/vega/3/904723/atan-vega-3-chunk-0328.smt2,sat,Unparsable output,0.0230050087,sat
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/atan/vega/3/904975/atan-vega-3-chunk-0439.smt2,unsat,Unparsable output,0.0192906857,unknown
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/atan/vega/3/904892/atan-vega-3-chunk-0622.smt2,unsat,Unparsable output,0.1031701565,unknown
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/atan/vega/3/904845/atan-vega-3-chunk-0079.smt2,sat,Unparsable output,0.019235611,sat
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/atan/vega/3/904491/atan-vega-3-chunk-0614.smt2,sat,Unparsable output,0.0662982464,unknown
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/atan/vega/3/904842/atan-vega-3-chunk-0408.smt2,unsat,Unparsable output,0.0178701878,unsat
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/atan/vega/3/904657/atan-vega-3-chunk-0550.smt2,sat,Unparsable output,0.0457077026,unknown
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/atan/vega/3/904631/atan-vega-3-chunk-0045.smt2,sat,Unparsable output,0.0298564434,unknown
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/atan/vega/3/904854/atan-vega-3-chunk-0031.smt2,sat,Unparsable output,0.021971941,sat
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/atan/vega/3/904747/atan-vega-3-chunk-0110.smt2,sat,Unparsable output,0.0208435059,unknown
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/atan/vega/3/904996/atan-vega-3-chunk-0471.smt2,sat,Unparsable output,0.0213646889,unknown
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/atan/vega/3/904795/atan-vega-3-chunk-0238.smt2,sat,Unparsable output,0.0152475834,unknown
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/atan/vega/3/904853/atan-vega-3-chunk-0124.smt2,sat,Unparsable output,0.0231153965,unknown
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/atan/vega/3/904977/atan-vega-3-chunk-0374.smt2,unsat,Unparsable output,0.0347995758,unknown
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/atan/vega/3/904919/atan-vega-3-chunk-0544.smt2,sat,Unparsable output,0.0391242504,unknown
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/atan/vega/3/904666/atan-vega-3-chunk-0150.smt2,unsat,Unparsable output,0.0200135708,unknown
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/atan/vega/3/904504/atan-vega-3-chunk-0174.smt2,sat,Unparsable output,0.025128603,unknown
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/atan/vega/3/904510/atan-vega-3-chunk-0197.smt2,unsat,Unparsable output,0.0151059628,unknown
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/atan/vega/3/904502/atan-vega-3-chunk-0353.smt2,sat,Unparsable output,0.0297644138,sat
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/atan/vega/3/904910/atan-vega-3-chunk-0572.smt2,sat,Unparsable output,0.0314147472,sat
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/atan/vega/3/904485/atan-vega-3-chunk-0385.smt2,sat,Unparsable output,0.0204434395,unknown
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/atan/vega/3/904685/atan-vega-3-chunk-0348.smt2,sat,Unparsable output,0.0334756374,unknown
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/atan/vega/3/904851/atan-vega-3-chunk-0210.smt2,sat,Unparsable output,0.0223662853,unknown
